BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
1003,POLONIUS,"By this encompassment and drift of question,",0.2,0.3,0.75,0.2,R,7/10
1004,POLONIUS,"That they do know my son, come you more nearer",0.2,0.3,0.75,0.2,R,7/10
1005,POLONIUS,Than your particular demands will touch it.,0.2,0.3,0.75,0.2,R,7/10
1006,POLONIUS,"Take you as ’twere some distant knowledge of him,",0.2,0.3,0.75,0.2,R,7/10
1007,POLONIUS,"As thus, ‘I know his father and his friends,",0.2,0.3,0.75,0.2,R,7/10
1008,POLONIUS,"And in part him’—do you mark this, Reynaldo?",0.2,0.5,0.75,0.2,R,7/10
1009,REYNALDO,"Ay, very well, my lord.",0.2,0.3,0.75,0.7,R,7/10
1010,POLONIUS,"‘And in part him, but,’ you may say, ‘not well;",0.2,0.3,0.75,0.7,R,7/10
1011,POLONIUS,"But if’t be he I mean, he’s very wild;",0.2,0.3,0.75,0.2,R,7/10
1012,POLONIUS,Addicted so and so;’ and there put on him,0.2,0.3,0.75,0.2,R,7/10
1013,POLONIUS,"What forgeries you please; marry, none so rank",0.2,0.3,0.74,0.2,R,7/10
1014,POLONIUS,As may dishonour him; take heed of that;,0.2,0.3,0.74,0.2,R,7/10
1015,POLONIUS,"But, sir, such wanton, wild, and usual slips",0.2,0.3,0.74,0.2,R,7/10
1016,POLONIUS,As are companions noted and most known,0.2,0.3,0.74,0.2,R,7/10
1017,POLONIUS,To youth and liberty.,0.2,0.3,0.74,0.2,R,7/10
1018,REYNALDO,"As gaming, my lord?",0.21,0.5,0.74,0.7,R,7/10
1019,POLONIUS,"Ay, or drinking, fencing, swearing,",0.21,0.3,0.74,0.7,R,7/10
1020,POLONIUS,"Quarrelling, drabbing. You may go so far.",0.21,0.3,0.74,0.2,R,7/10
1021,REYNALDO,"My lord, that would dishonour him.",0.21,0.3,0.74,0.7,R,7/10
1022,POLONIUS,"Faith no, as you may season it in the charge.",0.21,0.3,0.74,0.7,R,7/10
1023,POLONIUS,"You must not put another scandal on him,",0.21,0.3,0.74,0.2,R,7/10
1024,POLONIUS,That he is open to incontinency;,0.21,0.3,0.74,0.2,R,7/10
1025,POLONIUS,That’s not my meaning: but breathe his faults so quaintly,0.21,0.3,0.74,0.2,R,7/10
1026,POLONIUS,That they may seem the taints of liberty;,0.21,0.3,0.74,0.2,R,7/10
1027,POLONIUS,"The flash and outbreak of a fiery mind,",0.21,0.3,0.74,0.2,R,7/10
1028,POLONIUS,"A savageness in unreclaimed blood,",0.31,0.3,0.74,0.2,L,6/10
1029,POLONIUS,Of general assault.,0.21,0.3,0.74,0.2,R,7/10
1030,REYNALDO,But my good lord—,0.21,0.3,0.74,0.7,R,7/10
1031,POLONIUS,Wherefore should you do this?,0.21,0.5,0.74,0.7,R,7/10
1032,REYNALDO,"Ay, my lord, I would know that.",0.21,0.3,0.74,0.7,R,7/10
1033,POLONIUS,"Marry, sir, here’s my drift,",0.21,0.3,0.74,0.7,R,7/10
1034,POLONIUS,And I believe it is a fetch of warrant.,0.21,0.3,0.74,0.2,R,7/10
1035,POLONIUS,"You laying these slight sullies on my son,",0.21,0.3,0.74,0.2,R,7/10
1036,POLONIUS,"As ’twere a thing a little soil’d i’ th’ working,",0.21,0.3,0.74,0.2,R,7/10
1037,POLONIUS,"Mark you,",0.21,0.3,0.74,0.2,R,7/10
1038,POLONIUS,"Your party in converse, him you would sound,",0.21,0.3,0.74,0.2,R,7/10
1039,POLONIUS,Having ever seen in the prenominate crimes,0.21,0.3,0.74,0.2,R,7/10
1040,POLONIUS,"The youth you breathe of guilty, be assur’d",0.21,0.3,0.74,0.2,R,7/10
1041,POLONIUS,He closes with you in this consequence;,0.21,0.3,0.74,0.2,R,7/10
1042,POLONIUS,"‘Good sir,’ or so; or ‘friend,’ or ‘gentleman’—",0.21,0.3,0.74,0.2,R,7/10
1043,POLONIUS,According to the phrase or the addition,0.21,0.3,0.74,0.2,R,7/10
1044,POLONIUS,Of man and country.,0.21,0.3,0.74,0.2,R,7/10
1045,REYNALDO,"Very good, my lord.",0.21,0.3,0.74,0.7,R,7/10
1046,POLONIUS,"And then, sir, does he this,—",0.21,0.3,0.74,0.7,R,7/10
1047,POLONIUS,He does—What was I about to say?,0.21,0.5,0.74,0.2,R,7/10
1048,POLONIUS,"By the mass, I was about to say something. Where did I leave?",0.21,0.5,0.74,0.2,R,7/10
1049,REYNALDO,At ‘closes in the consequence.’,0.21,0.3,0.74,0.7,R,7/10
1050,REYNALDO,"At ‘friend or so,’ and ‘gentleman.’",0.21,0.3,0.74,0.2,R,7/10
1051,POLONIUS,"At ‘closes in the consequence’ ay, marry!",0.21,0.45,0.74,0.7,R,7/10
1052,POLONIUS,"He closes with you thus: ‘I know the gentleman,",0.21,0.3,0.73,0.2,R,7/10
1053,POLONIUS,"I saw him yesterday, or t’other day,",0.21,0.3,0.73,0.2,R,7/10
1054,POLONIUS,"Or then, or then, with such and such; and, as you say,",0.21,0.3,0.73,0.2,R,7/10
1055,POLONIUS,"There was he gaming, there o’ertook in’s rouse,",0.21,0.3,0.73,0.2,R,7/10
1056,POLONIUS,"There falling out at tennis’: or perchance,",0.21,0.3,0.73,0.2,R,7/10
1057,POLONIUS,‘I saw him enter such a house of sale’—,0.21,0.3,0.73,0.2,R,7/10
1058,POLONIUS,"_Videlicet_, a brothel, or so forth. See you now;",0.21,0.3,0.73,0.2,R,7/10
1059,POLONIUS,Your bait of falsehood takes this carp of truth;,0.21,0.3,0.73,0.2,R,7/10
1060,POLONIUS,"And thus do we of wisdom and of reach,",0.21,0.3,0.73,0.2,R,7/10
1061,POLONIUS,"With windlasses, and with assays of bias,",0.21,0.3,0.73,0.2,R,7/10
1062,POLONIUS,By indirections find directions out.,0.21,0.3,0.73,0.2,R,7/10
1063,POLONIUS,So by my former lecture and advice,0.21,0.3,0.73,0.2,R,7/10
1064,POLONIUS,"Shall you my son. You have me, have you not?",0.21,0.5,0.73,0.2,R,7/10
1065,REYNALDO,"My lord, I have.",0.21,0.3,0.73,0.7,R,7/10
1066,POLONIUS,"God b’ wi’ you, fare you well.",0.21,0.3,0.73,0.7,R,7/10
1067,REYNALDO,Good my lord.,0.22,0.3,0.73,0.7,R,7/10
1068,POLONIUS,Observe his inclination in yourself.,0.22,0.3,0.73,0.7,R,7/10
1069,REYNALDO,"I shall, my lord.",0.22,0.3,0.73,0.7,R,7/10
1070,POLONIUS,And let him ply his music.,0.22,0.3,0.73,0.7,R,7/10
1071,REYNALDO,"Well, my lord.",0.22,0.3,0.73,0.7,R,7/10
1072,POLONIUS,Farewell.,0.22,0.3,0.73,0.7,R,7/10
1073,POLONIUS,Enter Ophelia.,0.22,0.3,0.73,0.2,R,7/10
1074,POLONIUS,"How now, Ophelia, what’s the matter?",0.22,0.5,0.73,0.2,R,7/10
1075,OPHELIA,"Alas, my lord, I have been so affrighted.",0.22,0.3,0.73,0.7,R,7/10
1076,POLONIUS,"With what, in the name of God?",0.22,0.5,0.73,0.7,R,7/10
1077,OPHELIA,"My lord, as I was sewing in my chamber,",0.22,0.3,0.73,0.7,R,7/10
1078,OPHELIA,"Lord Hamlet, with his doublet all unbrac’d,",0.22,0.3,0.73,0.2,R,7/10
1079,OPHELIA,"No hat upon his head, his stockings foul’d,",0.22,0.3,0.73,0.2,R,7/10
1080,OPHELIA,"Ungart’red, and down-gyved to his ankle,",0.22,0.3,0.73,0.2,R,7/10
1081,OPHELIA,"Pale as his shirt, his knees knocking each other,",0.22,0.3,0.73,0.2,R,7/10
1082,OPHELIA,And with a look so piteous in purport,0.22,0.3,0.73,0.2,R,7/10
1083,OPHELIA,As if he had been loosed out of hell,0.22,0.3,0.73,0.2,R,7/10
1084,OPHELIA,"To speak of horrors, he comes before me.",0.22,0.3,0.73,0.2,R,7/10
1085,POLONIUS,Mad for thy love?,0.32,0.5,0.73,0.7,L,6/10
1086,OPHELIA,"My lord, I do not know, but truly I do fear it.",0.22,0.3,0.73,0.7,R,7/10
1087,POLONIUS,What said he?,0.22,0.5,0.73,0.7,R,7/10
1088,OPHELIA,He took me by the wrist and held me hard;,0.22,0.3,0.73,0.7,R,7/10
1089,OPHELIA,Then goes he to the length of all his arm;,0.22,0.3,0.73,0.2,R,7/10
1090,OPHELIA,"And with his other hand thus o’er his brow,",0.22,0.3,0.73,0.2,R,7/10
1091,OPHELIA,He falls to such perusal of my face,0.22,0.3,0.73,0.2,R,7/10
1092,OPHELIA,"As he would draw it. Long stay’d he so,",0.22,0.3,0.72,0.2,R,7/10
1093,OPHELIA,"At last,—a little shaking of mine arm,",0.22,0.3,0.72,0.2,R,7/10
1094,OPHELIA,"And thrice his head thus waving up and down,",0.22,0.3,0.72,0.2,R,7/10
1095,OPHELIA,He rais’d a sigh so piteous and profound,0.22,0.3,0.72,0.2,R,7/10
1096,OPHELIA,As it did seem to shatter all his bulk,0.22,0.3,0.72,0.2,R,7/10
1097,OPHELIA,"And end his being. That done, he lets me go,",0.22,0.3,0.72,0.2,R,7/10
1098,OPHELIA,And with his head over his shoulder turn’d,0.22,0.3,0.72,0.2,R,7/10
1099,OPHELIA,"He seem’d to find his way without his eyes,",0.22,0.3,0.72,0.2,R,7/10
1100,OPHELIA,"For out o’ doors he went without their help,",0.22,0.3,0.72,0.2,R,7/10
1101,OPHELIA,And to the last bended their light on me.,0.22,0.3,0.72,0.2,R,7/10
1102,POLONIUS,"Come, go with me. I will go seek the King.",0.22,0.3,0.72,0.7,R,7/10
1103,POLONIUS,"This is the very ecstasy of love,",0.22,0.3,0.72,0.2,R,7/10
1104,POLONIUS,"Whose violent property fordoes itself,",0.22,0.3,0.72,0.2,R,7/10
1105,POLONIUS,"And leads the will to desperate undertakings,",0.22,0.3,0.72,0.2,R,7/10
1106,POLONIUS,As oft as any passion under heaven,0.22,0.3,0.72,0.2,R,7/10
1107,POLONIUS,"That does afflict our natures. I am sorry,—",0.22,0.3,0.72,0.2,R,7/10
1108,POLONIUS,"What, have you given him any hard words of late?",0.22,0.5,0.72,0.2,R,7/10
1109,OPHELIA,"No, my good lord; but as you did command,",0.22,0.3,0.72,0.7,R,7/10
1110,OPHELIA,I did repel his letters and denied,0.22,0.3,0.72,0.2,R,7/10
1111,OPHELIA,His access to me.,0.22,0.3,0.72,0.2,R,7/10
1112,POLONIUS,That hath made him mad.,0.32,0.3,0.72,0.7,L,6/10
1113,POLONIUS,I am sorry that with better heed and judgement,0.22,0.3,0.72,0.2,R,7/10
1114,POLONIUS,"I had not quoted him. I fear’d he did but trifle,",0.22,0.3,0.72,0.2,R,7/10
1115,POLONIUS,And meant to wreck thee. But beshrew my jealousy!,0.22,0.45,0.72,0.2,R,7/10
1116,POLONIUS,It seems it is as proper to our age,0.22,0.3,0.72,0.2,R,7/10
1117,POLONIUS,To cast beyond ourselves in our opinions,0.23,0.3,0.72,0.2,R,7/10
1118,POLONIUS,As it is common for the younger sort,0.23,0.3,0.72,0.2,R,7/10
1119,POLONIUS,"To lack discretion. Come, go we to the King.",0.23,0.3,0.72,0.2,R,7/10
1120,POLONIUS,"This must be known, which, being kept close, might move",0.23,0.3,0.72,0.2,R,7/10
1121,POLONIUS,More grief to hide than hate to utter love.,0.23,0.3,0.72,0.2,R,7/10
1122,SCENE II,A room in the Castle.,0.23,0.3,0.72,0.7,R,7/10
1123,SCENE II,"Enter King, Queen, Rosencrantz, Guildenstern and Attendants.",0.23,0.3,0.72,0.2,R,7/10
1124,KING,"Welcome, dear Rosencrantz and Guildenstern.",0.23,0.3,0.72,0.7,R,7/10
1125,KING,"Moreover that we much did long to see you,",0.23,0.3,0.72,0.2,R,7/10
1126,KING,The need we have to use you did provoke,0.23,0.3,0.72,0.2,R,7/10
1127,KING,Our hasty sending. Something have you heard,0.23,0.3,0.72,0.2,R,7/10
1128,KING,"Of Hamlet’s transformation; so I call it,",0.23,0.3,0.72,0.2,R,7/10
1129,KING,Since nor th’exterior nor the inward man,0.23,0.3,0.72,0.2,R,7/10
1130,KING,"Resembles that it was. What it should be,",0.23,0.3,0.72,0.2,R,7/10
1131,KING,"More than his father’s death, that thus hath put him",0.33,0.3,0.72,0.2,L,6/10
1132,KING,"So much from th’understanding of himself,",0.23,0.3,0.71,0.2,R,7/10
1133,KING,I cannot dream of. I entreat you both,0.23,0.3,0.71,0.2,R,7/10
1134,KING,"That, being of so young days brought up with him,",0.23,0.3,0.71,0.2,R,7/10
1135,KING,"And since so neighbour’d to his youth and humour,",0.23,0.3,0.71,0.2,R,7/10
1136,KING,That you vouchsafe your rest here in our court,0.23,0.3,0.71,0.2,R,7/10
1137,KING,"Some little time, so by your companies",0.23,0.3,0.71,0.2,R,7/10
1138,KING,"To draw him on to pleasures and to gather,",0.23,0.3,0.71,0.2,R,7/10
1139,KING,"So much as from occasion you may glean,",0.23,0.3,0.71,0.2,R,7/10
1140,KING,Whether aught to us unknown afflicts him thus,0.23,0.3,0.71,0.2,R,7/10
1141,KING,"That, open’d, lies within our remedy.",0.23,0.3,0.71,0.2,R,7/10
1142,QUEEN,"Good gentlemen, he hath much talk’d of you,",0.23,0.3,0.71,0.7,R,7/10
1143,QUEEN,"And sure I am, two men there are not living",0.23,0.3,0.71,0.2,R,7/10
1144,QUEEN,To whom he more adheres. If it will please you,0.23,0.3,0.71,0.2,R,7/10
1145,QUEEN,To show us so much gentry and good will,0.23,0.3,0.71,0.2,R,7/10
1146,QUEEN,"As to expend your time with us awhile,",0.23,0.3,0.71,0.2,R,7/10
1147,QUEEN,"For the supply and profit of our hope,",0.23,0.3,0.71,0.2,R,7/10
1148,QUEEN,Your visitation shall receive such thanks,0.23,0.3,0.71,0.2,R,7/10
1149,QUEEN,As fits a king’s remembrance.,0.23,0.3,0.71,0.2,R,7/10
1150,ROSENCRANTZ,Both your majesties,0.23,0.3,0.71,0.7,R,7/10
1151,ROSENCRANTZ,"Might, by the sovereign power you have of us,",0.23,0.3,0.71,0.2,R,7/10
1152,ROSENCRANTZ,Put your dread pleasures more into command,0.23,0.3,0.71,0.2,R,7/10
1153,ROSENCRANTZ,Than to entreaty.,0.23,0.3,0.71,0.2,R,7/10
1154,GUILDENSTERN,"We both obey,",0.23,0.3,0.71,0.7,R,7/10
1155,GUILDENSTERN,"And here give up ourselves, in the full bent,",0.23,0.3,0.71,0.2,R,7/10
1156,GUILDENSTERN,To lay our service freely at your feet,0.23,0.3,0.71,0.2,R,7/10
1157,GUILDENSTERN,To be commanded.,0.23,0.3,0.71,0.2,R,7/10
1158,KING,"Thanks, Rosencrantz and gentle Guildenstern.",0.23,0.3,0.71,0.7,R,7/10
1159,QUEEN,"Thanks, Guildenstern and gentle Rosencrantz.",0.23,0.3,0.71,0.7,R,7/10
1160,QUEEN,And I beseech you instantly to visit,0.23,0.3,0.71,0.2,R,7/10
1161,QUEEN,"My too much changed son. Go, some of you,",0.23,0.3,0.71,0.2,R,7/10
1162,QUEEN,And bring these gentlemen where Hamlet is.,0.23,0.3,0.71,0.2,R,7/10
1163,GUILDENSTERN,Heavens make our presence and our practices,0.23,0.3,0.71,0.7,R,7/10
1164,GUILDENSTERN,Pleasant and helpful to him.,0.23,0.3,0.71,0.2,R,7/10
1165,QUEEN,"Ay, amen.",0.23,0.3,0.71,0.7,R,7/10
1166,QUEEN,Enter Polonius.,0.24,0.3,0.71,0.2,R,7/10
1167,POLONIUS,"Th’ambassadors from Norway, my good lord,",0.24,0.3,0.71,0.7,R,7/10
1168,POLONIUS,Are joyfully return’d.,0.24,0.3,0.71,0.2,R,7/10
1169,KING,Thou still hast been the father of good news.,0.24,0.3,0.71,0.7,R,7/10
1170,POLONIUS,"Have I, my lord? Assure you, my good liege,",0.24,0.5,0.71,0.7,R,7/10
1171,POLONIUS,"I hold my duty, as I hold my soul,",0.24,0.3,0.7,0.2,R,7/10
1172,POLONIUS,Both to my God and to my gracious King:,0.24,0.3,0.7,0.2,R,7/10
1173,POLONIUS,"And I do think,—or else this brain of mine",0.24,0.3,0.7,0.2,R,7/10
1174,POLONIUS,Hunts not the trail of policy so sure,0.24,0.3,0.7,0.2,R,7/10
1175,POLONIUS,As it hath us’d to do—that I have found,0.24,0.3,0.7,0.2,R,7/10
1176,POLONIUS,The very cause of Hamlet’s lunacy.,0.24,0.3,0.7,0.2,R,7/10
1177,KING,"O speak of that, that do I long to hear.",0.24,0.3,0.7,0.7,R,7/10
1178,POLONIUS,Give first admittance to th’ambassadors;,0.24,0.3,0.7,0.7,R,7/10
1179,POLONIUS,My news shall be the fruit to that great feast.,0.24,0.3,0.7,0.2,R,7/10
1180,KING,"Thyself do grace to them, and bring them in.",0.24,0.3,0.7,0.7,R,7/10
1181,KING,"He tells me, my sweet queen, that he hath found",0.24,0.3,0.7,0.2,R,7/10
1182,KING,The head and source of all your son’s distemper.,0.24,0.3,0.7,0.2,R,7/10
1183,QUEEN,"I doubt it is no other but the main,",0.24,0.3,0.7,0.7,R,7/10
1184,QUEEN,His father’s death and our o’erhasty marriage.,0.34,0.3,0.7,0.2,L,6/10
1185,KING,"Well, we shall sift him.",0.24,0.3,0.7,0.7,R,7/10
1186,KING,Enter Polonius with Voltemand and Cornelius.,0.24,0.3,0.7,0.2,R,7/10
1187,KING,"Welcome, my good friends!",0.24,0.45,0.7,0.2,R,7/10
1188,KING,"Say, Voltemand, what from our brother Norway?",0.24,0.5,0.7,0.2,R,7/10
1189,VOLTEMAND,Most fair return of greetings and desires.,0.24,0.3,0.7,0.7,R,7/10
1190,VOLTEMAND,"Upon our first, he sent out to suppress",0.24,0.3,0.7,0.2,R,7/10
1191,VOLTEMAND,"His nephew’s levies, which to him appear’d",0.24,0.3,0.7,0.2,R,7/10
1192,VOLTEMAND,To be a preparation ’gainst the Polack;,0.24,0.3,0.7,0.2,R,7/10
1193,VOLTEMAND,"But better look’d into, he truly found",0.24,0.3,0.7,0.2,R,7/10
1194,VOLTEMAND,"It was against your Highness; whereat griev’d,",0.24,0.3,0.7,0.2,R,7/10
1195,VOLTEMAND,"That so his sickness, age, and impotence",0.24,0.3,0.7,0.2,R,7/10
1196,VOLTEMAND,"Was falsely borne in hand, sends out arrests",0.24,0.3,0.7,0.2,R,7/10
1197,VOLTEMAND,"On Fortinbras; which he, in brief, obeys,",0.24,0.3,0.7,0.2,R,7/10
1198,VOLTEMAND,"Receives rebuke from Norway; and in fine,",0.24,0.3,0.7,0.2,R,7/10
1199,VOLTEMAND,Makes vow before his uncle never more,0.24,0.3,0.7,0.2,R,7/10
1200,VOLTEMAND,To give th’assay of arms against your Majesty.,0.24,0.3,0.7,0.2,R,7/10
1201,VOLTEMAND,"Whereon old Norway, overcome with joy,",0.24,0.3,0.7,0.2,R,7/10
1202,VOLTEMAND,"Gives him three thousand crowns in annual fee,",0.24,0.3,0.7,0.2,R,7/10
1203,VOLTEMAND,And his commission to employ those soldiers,0.24,0.3,0.7,0.2,R,7/10
1204,VOLTEMAND,"So levied as before, against the Polack:",0.24,0.3,0.7,0.2,R,7/10
1205,VOLTEMAND,"With an entreaty, herein further shown,",0.24,0.3,0.7,0.2,R,7/10
1206,VOLTEMAND,That it might please you to give quiet pass,0.24,0.3,0.7,0.2,R,7/10
1207,VOLTEMAND,"Through your dominions for this enterprise,",0.24,0.3,0.7,0.2,R,7/10
1208,VOLTEMAND,On such regards of safety and allowance,0.24,0.3,0.7,0.2,R,7/10
1209,VOLTEMAND,As therein are set down.,0.24,0.3,0.7,0.2,R,7/10
1210,KING,It likes us well;,0.24,0.3,0.7,0.7,R,7/10
1211,KING,"And at our more consider’d time we’ll read,",0.24,0.3,0.69,0.2,R,7/10
1212,KING,"Answer, and think upon this business.",0.24,0.3,0.69,0.2,R,7/10
1213,KING,Meantime we thank you for your well-took labour.,0.24,0.3,0.69,0.2,R,7/10
1214,KING,"Go to your rest, at night we’ll feast together:.",0.24,0.3,0.69,0.2,R,7/10
1215,KING,Most welcome home.,0.24,0.3,0.69,0.2,R,7/10
1216,POLONIUS,This business is well ended.,0.25,0.3,0.69,0.7,R,7/10
1217,POLONIUS,"My liege and madam, to expostulate",0.35,0.3,0.69,0.2,L,6/10
1218,POLONIUS,"What majesty should be, what duty is,",0.25,0.3,0.69,0.2,R,7/10
1219,POLONIUS,"Why day is day, night night, and time is time",0.25,0.3,0.69,0.2,R,7/10
1220,POLONIUS,"Were nothing but to waste night, day and time.",0.25,0.3,0.69,0.2,R,7/10
1221,POLONIUS,"Therefore, since brevity is the soul of wit,",0.25,0.3,0.69,0.2,R,7/10
1222,POLONIUS,"And tediousness the limbs and outward flourishes,",0.25,0.3,0.69,0.2,R,7/10
1223,POLONIUS,I will be brief. Your noble son is mad.,0.35,0.3,0.69,0.2,L,6/10
1224,POLONIUS,"Mad call I it; for to define true madness,",0.35,0.3,0.69,0.2,L,6/10
1225,POLONIUS,What is’t but to be nothing else but mad?,0.35,0.5,0.69,0.2,L,6/10
1226,POLONIUS,But let that go.,0.25,0.3,0.69,0.2,R,7/10
1227,QUEEN,"More matter, with less art.",0.25,0.3,0.69,0.7,R,7/10
1228,POLONIUS,"Madam, I swear I use no art at all.",0.35,0.3,0.69,0.7,L,6/10
1229,POLONIUS,"That he is mad, ’tis true: ’tis true ’tis pity;",0.35,0.3,0.69,0.2,L,6/10
1230,POLONIUS,"And pity ’tis ’tis true. A foolish figure,",0.25,0.3,0.69,0.2,R,7/10
1231,POLONIUS,"But farewell it, for I will use no art.",0.25,0.3,0.69,0.2,R,7/10
1232,POLONIUS,Mad let us grant him then. And now remains,0.35,0.3,0.69,0.2,L,6/10
1233,POLONIUS,"That we find out the cause of this effect,",0.25,0.3,0.69,0.2,R,7/10
1234,POLONIUS,"Or rather say, the cause of this defect,",0.25,0.3,0.69,0.2,R,7/10
1235,POLONIUS,For this effect defective comes by cause.,0.25,0.3,0.69,0.2,R,7/10
1236,POLONIUS,"Thus it remains, and the remainder thus. Perpend,",0.25,0.3,0.69,0.2,R,7/10
1237,POLONIUS,I have a daughter—have whilst she is mine—,0.25,0.3,0.69,0.2,R,7/10
1238,POLONIUS,"Who in her duty and obedience, mark,",0.25,0.3,0.69,0.2,R,7/10
1239,POLONIUS,"Hath given me this. Now gather, and surmise.",0.25,0.3,0.69,0.2,R,7/10
1240,POLONIUS,"_To the celestial, and my soul’s idol, the most beautified Ophelia_—",0.25,0.3,0.69,0.2,R,7/10
1241,POLONIUS,"That’s an ill phrase, a vile phrase; ‘beautified’ is a vile",0.25,0.3,0.69,0.2,R,7/10
1242,POLONIUS,phrase: but you shall hear.,0.25,0.3,0.69,0.2,R,7/10
1243,POLONIUS,"_these; in her excellent white bosom, these, &c._",0.25,0.3,0.69,0.2,R,7/10
1244,QUEEN,Came this from Hamlet to her?,0.25,0.5,0.69,0.7,R,7/10
1245,POLONIUS,"Good madam, stay awhile; I will be faithful.",0.35,0.3,0.69,0.7,L,6/10
1246,POLONIUS,"_Doubt thou the stars are fire,",0.25,0.3,0.69,0.2,R,7/10
1247,POLONIUS,"Doubt that the sun doth move,",0.25,0.3,0.69,0.2,R,7/10
1248,POLONIUS,"Doubt truth to be a liar,",0.25,0.3,0.69,0.2,R,7/10
1249,POLONIUS,But never doubt I love.,0.25,0.3,0.69,0.2,R,7/10
1250,POLONIUS,"O dear Ophelia, I am ill at these numbers. I have not art to reckon my",0.25,0.3,0.69,0.2,R,7/10
1251,POLONIUS,"groans. But that I love thee best, O most best, believe it. Adieu.",0.25,0.3,0.68,0.2,R,7/10
1252,POLONIUS,"Thine evermore, most dear lady, whilst this machine is to him,",0.25,0.3,0.68,0.2,R,7/10
1253,HAMLET,_,0.25,0.3,0.68,0.7,R,7/10
1254,HAMLET,This in obedience hath my daughter show’d me;,0.25,0.3,0.68,0.2,R,7/10
1255,HAMLET,"And more above, hath his solicitings,",0.25,0.3,0.68,0.2,R,7/10
1256,HAMLET,"As they fell out by time, by means, and place,",0.25,0.3,0.68,0.2,R,7/10
1257,HAMLET,All given to mine ear.,0.25,0.3,0.68,0.2,R,7/10
1258,KING,But how hath she receiv’d his love?,0.25,0.5,0.68,0.7,R,7/10
1259,POLONIUS,What do you think of me?,0.25,0.5,0.68,0.7,R,7/10
1260,KING,As of a man faithful and honourable.,0.25,0.3,0.68,0.7,R,7/10
1261,POLONIUS,"I would fain prove so. But what might you think,",0.25,0.3,0.68,0.7,R,7/10
1262,POLONIUS,"When I had seen this hot love on the wing,",0.25,0.3,0.68,0.2,R,7/10
1263,POLONIUS,"As I perceiv’d it, I must tell you that,",0.25,0.3,0.68,0.2,R,7/10
1264,POLONIUS,"Before my daughter told me, what might you,",0.25,0.3,0.68,0.2,R,7/10
1265,POLONIUS,"Or my dear Majesty your queen here, think,",0.25,0.3,0.68,0.2,R,7/10
1266,POLONIUS,"If I had play’d the desk or table-book,",0.26,0.3,0.68,0.2,R,7/10
1267,POLONIUS,"Or given my heart a winking, mute and dumb,",0.26,0.3,0.68,0.2,R,7/10
1268,POLONIUS,"Or look’d upon this love with idle sight,",0.26,0.3,0.68,0.2,R,7/10
1269,POLONIUS,"What might you think? No, I went round to work,",0.26,0.5,0.68,0.2,R,7/10
1270,POLONIUS,And my young mistress thus I did bespeak:,0.26,0.3,0.68,0.2,R,7/10
1271,POLONIUS,"‘Lord Hamlet is a prince, out of thy star.",0.26,0.3,0.68,0.2,R,7/10
1272,POLONIUS,"This must not be.’ And then I precepts gave her,",0.26,0.3,0.68,0.2,R,7/10
1273,POLONIUS,"That she should lock herself from his resort,",0.26,0.3,0.68,0.2,R,7/10
1274,POLONIUS,"Admit no messengers, receive no tokens.",0.26,0.3,0.68,0.2,R,7/10
1275,POLONIUS,"Which done, she took the fruits of my advice,",0.26,0.3,0.68,0.2,R,7/10
1276,POLONIUS,"And he, repulsed,—a short tale to make—",0.26,0.3,0.68,0.2,R,7/10
1277,POLONIUS,"Fell into a sadness, then into a fast,",0.26,0.3,0.68,0.2,R,7/10
1278,POLONIUS,"Thence to a watch, thence into a weakness,",0.26,0.3,0.68,0.2,R,7/10
1279,POLONIUS,"Thence to a lightness, and, by this declension,",0.26,0.3,0.68,0.2,R,7/10
1280,POLONIUS,"Into the madness wherein now he raves,",0.36,0.3,0.68,0.2,L,6/10
1281,POLONIUS,And all we wail for.,0.26,0.3,0.68,0.2,R,7/10
1282,KING,Do you think ’tis this?,0.26,0.5,0.68,0.7,R,7/10
1283,QUEEN,"It may be, very likely.",0.26,0.3,0.68,0.7,R,7/10
1284,POLONIUS,"Hath there been such a time, I’d fain know that,",0.26,0.3,0.68,0.7,R,7/10
1285,POLONIUS,"That I have positively said ‘’Tis so,’",0.26,0.3,0.68,0.2,R,7/10
1286,POLONIUS,When it prov’d otherwise?,0.26,0.5,0.68,0.2,R,7/10
1287,KING,Not that I know.,0.26,0.3,0.68,0.7,R,7/10
1288,POLONIUS,"Take this from this, if this be otherwise.",0.26,0.3,0.68,0.7,R,7/10
1289,POLONIUS,"If circumstances lead me, I will find",0.26,0.3,0.68,0.2,R,7/10
1290,POLONIUS,"Where truth is hid, though it were hid indeed",0.26,0.3,0.67,0.2,R,7/10
1291,POLONIUS,Within the centre.,0.26,0.3,0.67,0.2,R,7/10
1292,KING,How may we try it further?,0.26,0.5,0.67,0.7,R,7/10
1293,POLONIUS,You know sometimes he walks four hours together,0.26,0.3,0.67,0.7,R,7/10
1294,POLONIUS,Here in the lobby.,0.26,0.3,0.67,0.2,R,7/10
1295,QUEEN,So he does indeed.,0.26,0.3,0.67,0.7,R,7/10
1296,POLONIUS,At such a time I’ll loose my daughter to him.,0.26,0.3,0.67,0.7,R,7/10
1297,POLONIUS,"Be you and I behind an arras then,",0.26,0.3,0.67,0.2,R,7/10
