BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
819,OEDIPUS,I laid but now a dread curse on myself.,0.13,0.3,0.84,0.2,R,8/10
820,JOCASTA,"What say’st thou? When I look upon thee, my king,",0.13,0.5,0.84,0.7,R,8/10
821,JOCASTA,I tremble.,0.13,0.3,0.84,0.2,R,8/10
822,OEDIPUS,’Tis a dread presentiment,0.13,0.3,0.84,0.7,R,8/10
823,OEDIPUS,That in the end the seer will prove not blind.,0.13,0.3,0.84,0.2,R,8/10
824,OEDIPUS,One further question to resolve my doubt.,0.13,0.3,0.84,0.2,R,8/10
825,JOCASTA,"I quail; but ask, and I will answer all.",0.13,0.3,0.84,0.7,R,8/10
826,OEDIPUS,Had he but few attendants or a train,0.13,0.3,0.84,0.7,R,8/10
827,OEDIPUS,"Of armed retainers with him, like a prince?",0.13,0.5,0.84,0.2,R,8/10
828,JOCASTA,"They were but five in all, and one of them",0.13,0.3,0.84,0.7,R,8/10
829,JOCASTA,A herald; Laius in a mule-car rode.,0.13,0.3,0.84,0.2,R,8/10
830,OEDIPUS,"Alas! ’tis clear as noonday now. But say,",0.13,0.45,0.84,0.7,R,8/10
831,OEDIPUS,"Lady, who carried this report to Thebes?",0.13,0.5,0.84,0.2,R,8/10
832,JOCASTA,"A serf, the sole survivor who returned.",0.13,0.3,0.84,0.7,R,8/10
833,OEDIPUS,Haply he is at hand or in the house?,0.13,0.5,0.84,0.7,R,8/10
834,JOCASTA,"No, for as soon as he returned and found",0.13,0.3,0.84,0.7,R,8/10
835,JOCASTA,"Thee reigning in the stead of Laius slain,",0.13,0.3,0.84,0.2,R,8/10
836,JOCASTA,He clasped my hand and supplicated me,0.13,0.3,0.84,0.2,R,8/10
837,JOCASTA,"To send him to the alps and pastures, where",0.13,0.3,0.84,0.2,R,8/10
838,JOCASTA,He might be farthest from the sight of Thebes.,0.13,0.3,0.84,0.2,R,8/10
839,JOCASTA,And so I sent him. ’Twas an honest slave,0.13,0.3,0.84,0.2,R,8/10
840,JOCASTA,And well deserved some better recompense.,0.13,0.3,0.84,0.2,R,8/10
841,OEDIPUS,Fetch him at once. I fain would see the man.,0.13,0.3,0.84,0.7,R,8/10
842,JOCASTA,He shall be brought; but wherefore summon him?,0.13,0.5,0.83,0.7,R,8/10
843,OEDIPUS,"Lady, I fear my tongue has overrun",0.13,0.3,0.83,0.7,R,8/10
844,OEDIPUS,Discretion; therefore I would question him.,0.13,0.3,0.83,0.2,R,8/10
845,JOCASTA,"Well, he shall come, but may not I too claim",0.13,0.3,0.83,0.7,R,8/10
846,JOCASTA,"To share the burden of thy heart, my king?",0.13,0.5,0.83,0.2,R,8/10
847,OEDIPUS,And thou shalt not be frustrate of thy wish.,0.13,0.3,0.83,0.7,R,8/10
848,OEDIPUS,Now my imaginings have gone so far.,0.13,0.3,0.83,0.2,R,8/10
849,OEDIPUS,Who has a higher claim that thou to hear,0.13,0.3,0.83,0.2,R,8/10
850,OEDIPUS,My tale of dire adventures? Listen then.,0.13,0.5,0.83,0.2,R,8/10
851,OEDIPUS,"My sire was Polybus of Corinth, and",0.13,0.3,0.83,0.2,R,8/10
852,OEDIPUS,"My mother Merope, a Dorian;",0.13,0.3,0.83,0.2,R,8/10
853,OEDIPUS,"And I was held the foremost citizen,",0.13,0.3,0.83,0.2,R,8/10
854,OEDIPUS,"Till a strange thing befell me, strange indeed,",0.13,0.3,0.83,0.2,R,8/10
855,OEDIPUS,Yet scarce deserving all the heat it stirred.,0.13,0.3,0.83,0.2,R,8/10
856,OEDIPUS,"A roisterer at some banquet, flown with wine,",0.13,0.3,0.83,0.2,R,8/10
857,OEDIPUS,Shouted “Thou art not true son of thy sire.”,0.13,0.3,0.83,0.2,R,8/10
858,OEDIPUS,"It irked me, but I stomached for the nonce",0.13,0.3,0.83,0.2,R,8/10
859,OEDIPUS,The insult; on the morrow I sought out,0.13,0.3,0.83,0.2,R,8/10
860,OEDIPUS,My mother and my sire and questioned them.,0.13,0.3,0.83,0.2,R,8/10
861,OEDIPUS,They were indignant at the random slur,0.14,0.3,0.83,0.2,R,8/10
862,OEDIPUS,Cast on my parentage and did their best,0.14,0.3,0.83,0.2,R,8/10
863,OEDIPUS,"To comfort me, but still the venomed barb",0.14,0.3,0.83,0.2,R,8/10
864,OEDIPUS,"Rankled, for still the scandal spread and grew.",0.14,0.3,0.83,0.2,R,8/10
865,OEDIPUS,So privily without their leave I went,0.14,0.3,0.83,0.2,R,8/10
866,OEDIPUS,"To Delphi, and Apollo sent me back",0.14,0.3,0.83,0.2,R,8/10
867,OEDIPUS,Baulked of the knowledge that I came to seek.,0.14,0.3,0.83,0.2,R,8/10
868,OEDIPUS,"But other grievous things he prophesied,",0.14,0.3,0.83,0.2,R,8/10
869,OEDIPUS,"Woes, lamentations, mourning, portents dire;",0.14,0.3,0.83,0.2,R,8/10
870,OEDIPUS,To wit I should defile my mother’s bed,0.14,0.3,0.83,0.2,R,8/10
871,OEDIPUS,"And raise up seed too loathsome to behold,",0.14,0.3,0.83,0.2,R,8/10
872,OEDIPUS,And slay the father from whose loins I sprang.,0.14,0.3,0.83,0.2,R,8/10
873,OEDIPUS,"Then, lady,—thou shalt hear the very truth—",0.14,0.3,0.83,0.2,R,8/10
874,OEDIPUS,"As I drew near the triple-branching roads,",0.14,0.3,0.83,0.2,R,8/10
875,OEDIPUS,A herald met me and a man who sat,0.14,0.3,0.83,0.2,R,8/10
876,OEDIPUS,In a car drawn by colts—as in thy tale—,0.14,0.3,0.83,0.2,R,8/10
877,OEDIPUS,The man in front and the old man himself,0.14,0.3,0.83,0.2,R,8/10
878,OEDIPUS,"Threatened to thrust me rudely from the path,",0.14,0.3,0.83,0.2,R,8/10
879,OEDIPUS,Then jostled by the charioteer in wrath,0.14,0.3,0.83,0.2,R,8/10
880,OEDIPUS,"I struck him, and the old man, seeing this,",0.14,0.3,0.83,0.2,R,8/10
881,OEDIPUS,Watched till I passed and from his car brought down,0.14,0.3,0.83,0.2,R,8/10
882,OEDIPUS,Full on my head the double-pointed goad.,0.14,0.3,0.83,0.2,R,8/10
883,OEDIPUS,Yet was I quits with him and more; one stroke,0.14,0.3,0.83,0.2,R,8/10
884,OEDIPUS,Of my good staff sufficed to fling him clean,0.14,0.3,0.83,0.2,R,8/10
885,OEDIPUS,Out of the chariot seat and laid him prone.,0.14,0.3,0.83,0.2,R,8/10
886,OEDIPUS,And so I slew them every one. But if,0.14,0.3,0.83,0.2,R,8/10
887,OEDIPUS,Betwixt this stranger there was aught in common,0.14,0.3,0.83,0.2,R,8/10
888,OEDIPUS,"With Laius, who more miserable than I,",0.14,0.3,0.83,0.2,R,8/10
889,OEDIPUS,What mortal could you find more god-abhorred?,0.14,0.5,0.83,0.2,R,8/10
890,OEDIPUS,"Wretch whom no sojourner, no citizen",0.14,0.3,0.83,0.2,R,8/10
891,OEDIPUS,"May harbor or address, whom all are bound",0.14,0.3,0.83,0.2,R,8/10
892,OEDIPUS,To harry from their homes. And this same curse,0.14,0.3,0.82,0.2,R,8/10
893,OEDIPUS,"Was laid on me, and laid by none but me.",0.14,0.3,0.82,0.2,R,8/10
894,OEDIPUS,Yea with these hands all gory I pollute,0.14,0.3,0.82,0.2,R,8/10
895,OEDIPUS,"The bed of him I slew. Say, am I vile?",0.14,0.5,0.82,0.2,R,8/10
896,OEDIPUS,"Am I not utterly unclean, a wretch",0.14,0.3,0.82,0.2,R,8/10
897,OEDIPUS,"Doomed to be banished, and in banishment",0.14,0.3,0.82,0.2,R,8/10
898,OEDIPUS,"Forgo the sight of all my dearest ones,",0.14,0.3,0.82,0.2,R,8/10
899,OEDIPUS,And never tread again my native earth;,0.14,0.3,0.82,0.2,R,8/10
900,OEDIPUS,"Or else to wed my mother and slay my sire,",0.14,0.3,0.82,0.2,R,8/10
901,OEDIPUS,"Polybus, who begat me and upreared?",0.14,0.5,0.82,0.2,R,8/10
902,OEDIPUS,"If one should say, this is the handiwork",0.14,0.3,0.82,0.2,R,8/10
903,OEDIPUS,"Of some inhuman power, who could blame",0.14,0.3,0.82,0.2,R,8/10
904,OEDIPUS,"His judgment? But, ye pure and awful gods,",0.14,0.5,0.82,0.2,R,8/10
905,OEDIPUS,"Forbid, forbid that I should see that day!",0.14,0.45,0.82,0.2,R,8/10
906,OEDIPUS,May I be blotted out from living men,0.14,0.3,0.82,0.2,R,8/10
907,OEDIPUS,Ere such a plague spot set on me its brand!,0.14,0.45,0.82,0.2,R,8/10
908,CHORUS,"We too, O king, are troubled; but till thou",0.14,0.3,0.82,0.7,R,8/10
909,CHORUS,"Hast questioned the survivor, still hope on.",0.14,0.3,0.82,0.2,R,8/10
910,OEDIPUS,"My hope is faint, but still enough survives",0.14,0.3,0.82,0.7,R,8/10
911,OEDIPUS,To bid me bide the coming of this herd.,0.14,0.3,0.82,0.2,R,8/10
912,JOCASTA,"Suppose him here, what wouldst thou learn of him?",0.14,0.5,0.82,0.7,R,8/10
913,OEDIPUS,"I’ll tell thee, lady; if his tale agrees",0.14,0.3,0.82,0.7,R,8/10
914,OEDIPUS,"With thine, I shall have ’scaped calamity.",0.14,0.3,0.82,0.2,R,8/10
915,JOCASTA,And what of special import did I say?,0.14,0.5,0.82,0.7,R,8/10
916,OEDIPUS,In thy report of what the herdsman said,0.14,0.3,0.82,0.7,R,8/10
917,OEDIPUS,Laius was slain by robbers; now if he,0.14,0.3,0.82,0.2,R,8/10
918,OEDIPUS,"Still speaks of robbers, not a robber, I",0.14,0.3,0.82,0.2,R,8/10
919,OEDIPUS,Slew him not; “one” with “many” cannot square.,0.14,0.3,0.82,0.2,R,8/10
920,OEDIPUS,"But if he says one lonely wayfarer,",0.14,0.3,0.82,0.2,R,8/10
921,OEDIPUS,The last link wanting to my guilt is forged.,0.14,0.3,0.82,0.2,R,8/10
922,JOCASTA,"Well, rest assured, his tale ran thus at first,",0.14,0.3,0.82,0.7,R,8/10
923,JOCASTA,Nor can he now retract what then he said;,0.14,0.3,0.82,0.2,R,8/10
924,JOCASTA,Not I alone but all our townsfolk heard it.,0.15,0.3,0.82,0.2,R,8/10
925,JOCASTA,"E’en should he vary somewhat in his story,",0.15,0.3,0.82,0.2,R,8/10
926,JOCASTA,He cannot make the death of Laius,0.25,0.3,0.82,0.2,R,7/10
927,JOCASTA,In any wise jump with the oracle.,0.15,0.3,0.82,0.2,R,8/10
928,JOCASTA,For Loxias said expressly he was doomed,0.15,0.3,0.82,0.2,R,8/10
929,JOCASTA,"To die by my child’s hand, but he, poor babe,",0.15,0.3,0.82,0.2,R,8/10
930,JOCASTA,"He shed no blood, but perished first himself.",0.25,0.3,0.82,0.2,R,7/10
931,JOCASTA,So much for divination. Henceforth I,0.15,0.3,0.82,0.2,R,8/10
932,JOCASTA,Will look for signs neither to right nor left.,0.15,0.3,0.82,0.2,R,8/10
933,OEDIPUS,Thou reasonest well. Still I would have thee send,0.15,0.3,0.82,0.7,R,8/10
934,OEDIPUS,And fetch the bondsman hither. See to it.,0.15,0.3,0.82,0.2,R,8/10
935,JOCASTA,"That will I straightway. Come, let us within.",0.15,0.3,0.82,0.7,R,8/10
936,JOCASTA,I would do nothing that my lord mislikes.,0.15,0.3,0.82,0.2,R,8/10
937,CHORUS,My lot be still to lead,0.15,0.3,0.82,0.7,R,8/10
938,CHORUS,The life of innocence and fly,0.15,0.3,0.82,0.2,R,8/10
939,CHORUS,"Irreverence in word or deed,",0.15,0.3,0.82,0.2,R,8/10
940,CHORUS,To follow still those laws ordained on high,0.15,0.3,0.82,0.2,R,8/10
941,CHORUS,Whose birthplace is the bright ethereal sky,0.15,0.3,0.82,0.2,R,8/10
942,CHORUS,"No mortal birth they own,",0.15,0.3,0.82,0.2,R,8/10
943,CHORUS,Olympus their progenitor alone:,0.15,0.3,0.81,0.2,R,8/10
944,CHORUS,"Ne’er shall they slumber in oblivion cold,",0.15,0.3,0.81,0.2,R,8/10
945,CHORUS,The god in them is strong and grows not old.,0.15,0.3,0.81,0.2,R,8/10
946,CHORUS,Of insolence is bred,0.15,0.3,0.81,0.2,R,8/10
947,CHORUS,"The tyrant; insolence full blown,",0.15,0.3,0.81,0.2,R,8/10
948,CHORUS,"With empty riches surfeited,",0.15,0.3,0.81,0.2,R,8/10
949,CHORUS,Scales the precipitous height and grasps the throne.,0.15,0.3,0.81,0.2,R,8/10
950,CHORUS,Then topples o’er and lies in ruin prone;,0.15,0.3,0.81,0.2,R,8/10
951,CHORUS,No foothold on that dizzy steep.,0.15,0.3,0.81,0.2,R,8/10
952,CHORUS,But O may Heaven the true patriot keep,0.15,0.3,0.81,0.2,R,8/10
953,CHORUS,Who burns with emulous zeal to serve the State.,0.15,0.3,0.81,0.2,R,8/10
954,CHORUS,"God is my help and hope, on him I wait.",0.15,0.3,0.81,0.2,R,8/10
955,CHORUS,"But the proud sinner, or in word or deed,",0.15,0.3,0.81,0.2,R,8/10
956,CHORUS,"That will not Justice heed,",0.15,0.3,0.81,0.2,R,8/10
957,CHORUS,Nor reverence the shrine,0.15,0.3,0.81,0.2,R,8/10
958,CHORUS,"Of images divine,",0.15,0.3,0.81,0.2,R,8/10
959,CHORUS,"Perdition seize his vain imaginings,",0.15,0.3,0.81,0.2,R,8/10
960,CHORUS,"If, urged by greed profane,",0.15,0.3,0.81,0.2,R,8/10
961,CHORUS,"He grasps at ill-got gain,",0.15,0.3,0.81,0.2,R,8/10
962,CHORUS,And lays an impious hand on holiest things.,0.15,0.3,0.81,0.2,R,8/10
963,CHORUS,Who when such deeds are done,0.15,0.3,0.81,0.2,R,8/10
964,CHORUS,Can hope heaven’s bolts to shun?,0.15,0.5,0.81,0.2,R,8/10
965,CHORUS,"If sin like this to honor can aspire,",0.15,0.3,0.81,0.2,R,8/10
966,CHORUS,Why dance I still and lead the sacred choir?,0.15,0.5,0.81,0.2,R,8/10
967,CHORUS,"No more I’ll seek earth’s central oracle,",0.15,0.3,0.81,0.2,R,8/10
968,CHORUS,"Or Abae’s hallowed cell,",0.15,0.3,0.81,0.2,R,8/10
969,CHORUS,Nor to Olympia bring,0.15,0.3,0.81,0.2,R,8/10
970,CHORUS,My votive offering.,0.15,0.3,0.81,0.2,R,8/10
971,CHORUS,If before all God’s truth be not bade plain.,0.15,0.3,0.81,0.2,R,8/10
972,CHORUS,"O Zeus, reveal thy might,",0.15,0.3,0.81,0.2,R,8/10
973,CHORUS,"King, if thou’rt named aright",0.15,0.3,0.81,0.2,R,8/10
974,CHORUS,"Omnipotent, all-seeing, as of old;",0.15,0.3,0.81,0.2,R,8/10
975,CHORUS,For Laius is forgot;,0.15,0.3,0.81,0.2,R,8/10
976,CHORUS,"His weird, men heed it not;",0.15,0.3,0.81,0.2,R,8/10
977,CHORUS,Apollo is forsook and faith grows cold.,0.15,0.3,0.81,0.2,R,8/10
978,JOCASTA,"My lords, ye look amazed to see your queen",0.15,0.3,0.81,0.7,R,8/10
979,JOCASTA,With wreaths and gifts of incense in her hands.,0.15,0.3,0.81,0.2,R,8/10
980,JOCASTA,"I had a mind to visit the high shrines,",0.15,0.3,0.81,0.2,R,8/10
981,JOCASTA,"For Oedipus is overwrought, alarmed",0.15,0.3,0.81,0.2,R,8/10
982,JOCASTA,With terrors manifold. He will not use,0.15,0.3,0.81,0.2,R,8/10
983,JOCASTA,"His past experience, like a man of sense,",0.15,0.3,0.81,0.2,R,8/10
984,JOCASTA,"To judge the present need, but lends an ear",0.15,0.3,0.81,0.2,R,8/10
985,JOCASTA,To any croaker if he augurs ill.,0.15,0.3,0.81,0.2,R,8/10
986,JOCASTA,"Since then my counsels naught avail, I turn",0.15,0.3,0.81,0.2,R,8/10
987,JOCASTA,"To thee, our present help in time of trouble,",0.15,0.3,0.81,0.2,R,8/10
988,JOCASTA,"Apollo, Lord Lycean, and to thee",0.16,0.3,0.81,0.2,R,8/10
989,JOCASTA,My prayers and supplications here I bring.,0.16,0.3,0.81,0.2,R,8/10
990,JOCASTA,"Lighten us, lord, and cleanse us from this curse!",0.16,0.45,0.81,0.2,R,8/10
991,JOCASTA,For now we all are cowed like mariners,0.16,0.3,0.81,0.2,R,8/10
992,JOCASTA,Who see their helmsman dumbstruck in the storm.,0.16,0.3,0.81,0.2,R,8/10
993,MESSENGER,"My masters, tell me where the palace is",0.16,0.3,0.81,0.7,R,8/10
994,MESSENGER,"Of Oedipus; or better, where’s the king.",0.16,0.3,0.8,0.2,R,8/10
995,CHORUS,Here is the palace and he bides within;,0.16,0.3,0.8,0.7,R,8/10
996,CHORUS,This is his queen the mother of his children.,0.16,0.3,0.8,0.2,R,8/10
997,MESSENGER,"All happiness attend her and the house,",0.16,0.3,0.8,0.7,R,8/10
998,MESSENGER,Blessed is her husband and her marriage-bed.,0.16,0.3,0.8,0.2,R,8/10
999,JOCASTA,"My greetings to thee, stranger; thy fair words",0.16,0.3,0.8,0.7,R,8/10
1000,JOCASTA,Deserve a like response. But tell me why,0.16,0.3,0.8,0.2,R,8/10
1001,JOCASTA,Thou comest—what thy need or what thy news.,0.16,0.3,0.8,0.2,R,8/10
1002,MESSENGER,Good for thy consort and the royal house.,0.16,0.3,0.8,0.7,R,8/10
1003,JOCASTA,What may it be? Whose messenger art thou?,0.16,0.7,0.8,0.7,R,8/10
1004,MESSENGER,The Isthmian commons have resolved to make,0.16,0.3,0.8,0.7,R,8/10
1005,MESSENGER,Thy husband king—so ’twas reported there.,0.16,0.3,0.8,0.2,R,8/10
1006,JOCASTA,What! is not aged Polybus still king?,0.16,0.65,0.8,0.7,R,8/10
1007,MESSENGER,"No, verily; he’s dead and in his grave.",0.16,0.3,0.8,0.7,R,8/10
1008,JOCASTA,"What! is he dead, the sire of Oedipus?",0.16,0.65,0.8,0.7,R,8/10
1009,MESSENGER,"If I speak falsely, may I die myself.",0.16,0.3,0.8,0.7,R,8/10
1010,JOCASTA,"Quick, maiden, bear these tidings to my lord.",0.16,0.3,0.8,0.7,R,8/10
1011,JOCASTA,"Ye god-sent oracles, where stand ye now!",0.16,0.45,0.8,0.2,R,8/10
1012,JOCASTA,"This is the man whom Oedipus long shunned,",0.16,0.3,0.8,0.2,R,8/10
1013,JOCASTA,In dread to prove his murderer; and now,0.26,0.3,0.8,0.2,R,7/10
1014,JOCASTA,"He dies in nature’s course, not by his hand.",0.16,0.3,0.8,0.2,R,8/10
1015,OEDIPUS,"My wife, my queen, Jocasta, why hast thou",0.16,0.3,0.8,0.7,R,8/10
1016,OEDIPUS,Summoned me from my palace?,0.16,0.5,0.8,0.2,R,8/10
1017,JOCASTA,"Hear this man,",0.16,0.3,0.8,0.7,R,8/10
1018,JOCASTA,And as thou hearest judge what has become,0.16,0.3,0.8,0.2,R,8/10
1019,JOCASTA,Of all those awe-inspiring oracles.,0.16,0.3,0.8,0.2,R,8/10
1020,OEDIPUS,"Who is this man, and what his news for me?",0.16,0.5,0.8,0.7,R,8/10
1021,JOCASTA,He comes from Corinth and his message this:,0.16,0.3,0.8,0.7,R,8/10
1022,JOCASTA,Thy father Polybus hath passed away.,0.16,0.3,0.8,0.2,R,8/10
1023,OEDIPUS,"What? let me have it, stranger, from thy mouth.",0.16,0.5,0.8,0.7,R,8/10
1024,MESSENGER,If I must first make plain beyond a doubt,0.16,0.3,0.8,0.7,R,8/10
1025,MESSENGER,"My message, know that Polybus is dead.",0.16,0.3,0.8,0.2,R,8/10
1026,OEDIPUS,"By treachery, or by sickness visited?",0.16,0.5,0.8,0.7,R,8/10
1027,MESSENGER,One touch will send an old man to his rest.,0.16,0.3,0.8,0.7,R,8/10
1028,OEDIPUS,"So of some malady he died, poor man.",0.16,0.3,0.8,0.7,R,8/10
1029,MESSENGER,"Yes, having measured the full span of years.",0.16,0.3,0.8,0.7,R,8/10
1030,OEDIPUS,"Out on it, lady! why should one regard",0.16,0.45,0.8,0.7,R,8/10
1031,OEDIPUS,The Pythian hearth or birds that scream i’ the air?,0.16,0.5,0.8,0.2,R,8/10
1032,OEDIPUS,Did they not point at me as doomed to slay,0.16,0.3,0.8,0.2,R,8/10
1033,OEDIPUS,My father? but he’s dead and in his grave,0.16,0.5,0.8,0.2,R,8/10
1034,OEDIPUS,And here am I who ne’er unsheathed a sword;,0.16,0.3,0.8,0.2,R,8/10
1035,OEDIPUS,Unless the longing for his absent son,0.16,0.3,0.8,0.2,R,8/10
1036,OEDIPUS,Killed him and so _I_ slew him in a sense.,0.26,0.3,0.8,0.2,R,7/10
1037,OEDIPUS,"But, as they stand, the oracles are dead—",0.16,0.3,0.8,0.2,R,8/10
1038,OEDIPUS,"Dust, ashes, nothing, dead as Polybus.",0.16,0.3,0.8,0.2,R,8/10
1039,JOCASTA,"Say, did not I foretell this long ago?",0.16,0.5,0.8,0.7,R,8/10
1040,OEDIPUS,Thou didst: but I was misled by my fear.,0.16,0.3,0.8,0.7,R,8/10
1041,JOCASTA,Then let I no more weigh upon thy soul.,0.16,0.3,0.8,0.7,R,8/10
1042,OEDIPUS,Must I not fear my mother’s marriage bed.,0.16,0.3,0.8,0.7,R,8/10
1043,JOCASTA,"Why should a mortal man, the sport of chance,",0.16,0.3,0.8,0.7,R,8/10
1044,JOCASTA,"With no assured foreknowledge, be afraid?",0.16,0.5,0.8,0.2,R,8/10
1045,JOCASTA,Best live a careless life from hand to mouth.,0.16,0.3,0.79,0.2,R,8/10
1046,JOCASTA,This wedlock with thy mother fear not thou.,0.16,0.3,0.79,0.2,R,8/10
1047,JOCASTA,How oft it chances that in dreams a man,0.16,0.3,0.79,0.2,R,8/10
1048,JOCASTA,Has wed his mother! He who least regards,0.16,0.45,0.79,0.2,R,8/10
1049,JOCASTA,Such brainsick phantasies lives most at ease.,0.16,0.3,0.79,0.2,R,8/10
1050,OEDIPUS,"I should have shared in full thy confidence,",0.16,0.3,0.79,0.7,R,8/10
1051,OEDIPUS,Were not my mother living; since she lives,0.16,0.3,0.79,0.2,R,8/10
1052,OEDIPUS,Though half convinced I still must live in dread.,0.17,0.3,0.79,0.2,R,8/10
1053,JOCASTA,And yet thy sire’s death lights out darkness much.,0.27,0.3,0.79,0.7,R,7/10
1054,OEDIPUS,"Much, but my fear is touching her who lives.",0.17,0.3,0.79,0.7,R,8/10
1055,MESSENGER,Who may this woman be whom thus you fear?,0.17,0.5,0.79,0.7,R,8/10
1056,OEDIPUS,"Merope, stranger, wife of Polybus.",0.17,0.3,0.79,0.7,R,8/10
1057,MESSENGER,And what of her can cause you any fear?,0.17,0.5,0.79,0.7,R,8/10
1058,OEDIPUS,A heaven-sent oracle of dread import.,0.17,0.3,0.79,0.7,R,8/10
1059,MESSENGER,"A mystery, or may a stranger hear it?",0.17,0.5,0.79,0.7,R,8/10
1060,OEDIPUS,"Aye, ’tis no secret. Loxias once foretold",0.17,0.3,0.79,0.7,R,8/10
1061,OEDIPUS,"That I should mate with mine own mother, and shed",0.17,0.3,0.79,0.2,R,8/10
1062,OEDIPUS,With my own hands the blood of my own sire.,0.27,0.3,0.79,0.2,R,7/10
1063,OEDIPUS,Hence Corinth was for many a year to me,0.17,0.3,0.79,0.2,R,8/10
1064,OEDIPUS,"A home distant; and I trove abroad,",0.17,0.3,0.79,0.2,R,8/10
1065,OEDIPUS,"But missed the sweetest sight, my parents’ face.",0.17,0.3,0.79,0.2,R,8/10
1066,MESSENGER,Was this the fear that exiled thee from home?,0.17,0.5,0.79,0.7,R,8/10
1067,OEDIPUS,"Yea, and the dread of slaying my own sire.",0.17,0.3,0.79,0.7,R,8/10
1068,MESSENGER,"Why, since I came to give thee pleasure, King,",0.17,0.3,0.79,0.7,R,8/10
1069,MESSENGER,Have I not rid thee of this second fear?,0.17,0.5,0.79,0.2,R,8/10
1070,OEDIPUS,"Well, thou shalt have due guerdon for thy pains.",0.17,0.3,0.79,0.7,R,8/10
1071,MESSENGER,"Well, I confess what chiefly made me come",0.27,0.3,0.79,0.7,R,7/10
1072,MESSENGER,Was hope to profit by thy coming home.,0.17,0.3,0.79,0.2,R,8/10
1073,OEDIPUS,"Nay, I will ne’er go near my parents more.",0.17,0.3,0.79,0.7,R,8/10
1074,MESSENGER,"My son, ’tis plain, thou know’st not what thou doest.",0.17,0.3,0.79,0.7,R,8/10
1075,OEDIPUS,"How so, old man? For heaven’s sake tell me all.",0.17,0.5,0.79,0.7,R,8/10
1076,MESSENGER,If this is why thou dreadest to return.,0.17,0.3,0.79,0.7,R,8/10
1077,OEDIPUS,"Yea, lest the god’s word be fulfilled in me.",0.17,0.3,0.79,0.7,R,8/10
1078,MESSENGER,Lest through thy parents thou shouldst be accursed?,0.27,0.5,0.79,0.7,R,7/10
1079,OEDIPUS,This and none other is my constant dread.,0.17,0.3,0.79,0.7,R,8/10
1080,MESSENGER,Dost thou not know thy fears are baseless all?,0.17,0.5,0.79,0.7,R,8/10
1081,OEDIPUS,"How baseless, if I am their very son?",0.17,0.5,0.79,0.7,R,8/10
1082,MESSENGER,Since Polybus was naught to thee in blood.,0.27,0.3,0.79,0.7,R,7/10
1083,OEDIPUS,What say’st thou? was not Polybus my sire?,0.17,0.7,0.79,0.7,R,8/10
1084,MESSENGER,"As much thy sire as I am, and no more.",0.17,0.3,0.79,0.7,R,8/10
1085,OEDIPUS,My sire no more to me than one who is naught?,0.17,0.5,0.79,0.7,R,8/10
1086,MESSENGER,"Since I begat thee not, no more did he.",0.17,0.3,0.79,0.7,R,8/10
1087,OEDIPUS,What reason had he then to call me son?,0.17,0.5,0.79,0.7,R,8/10
1088,MESSENGER,"Know that he took thee from my hands, a gift.",0.17,0.3,0.79,0.7,R,8/10
1089,OEDIPUS,"Yet, if no child of his, he loved me well.",0.17,0.3,0.79,0.7,R,8/10
1090,MESSENGER,"A childless man till then, he warmed to thee.",0.17,0.3,0.79,0.7,R,8/10
1091,OEDIPUS,"A foundling or a purchased slave, this child?",0.17,0.5,0.79,0.7,R,8/10
1092,MESSENGER,I found thee in Cithaeron’s wooded glens.,0.17,0.3,0.79,0.7,R,8/10
1093,OEDIPUS,What led thee to explore those upland glades?,0.17,0.5,0.79,0.7,R,8/10
1094,MESSENGER,My business was to tend the mountain flocks.,0.17,0.3,0.79,0.7,R,8/10
1095,OEDIPUS,A vagrant shepherd journeying for hire?,0.17,0.5,0.79,0.7,R,8/10
1096,MESSENGER,"True, but thy savior in that hour, my son.",0.17,0.3,0.78,0.7,R,8/10
1097,OEDIPUS,My savior? from what harm? what ailed me then?,0.17,0.9,0.78,0.7,R,8/10
1098,MESSENGER,Those ankle joints are evidence enow.,0.17,0.3,0.78,0.7,R,8/10
1099,OEDIPUS,"Ah, why remind me of that ancient sore?",0.17,0.5,0.78,0.7,R,8/10
1100,MESSENGER,I loosed the pin that riveted thy feet.,0.17,0.3,0.78,0.7,R,8/10
1101,OEDIPUS,"Yes, from my cradle that dread brand I bore.",0.17,0.3,0.78,0.7,R,8/10
1102,MESSENGER,Whence thou deriv’st the name that still is thine.,0.17,0.3,0.78,0.7,R,8/10
1103,OEDIPUS,"Who did it? I adjure thee, tell me who",0.17,0.5,0.78,0.7,R,8/10
1104,OEDIPUS,"Say, was it father, mother?",0.17,0.5,0.78,0.2,R,8/10
1105,MESSENGER,I know not.,0.17,0.3,0.78,0.7,R,8/10
1106,MESSENGER,The man from whom I had thee may know more.,0.17,0.3,0.78,0.2,R,8/10
1107,OEDIPUS,"What, did another find me, not thyself?",0.17,0.5,0.78,0.7,R,8/10
1108,MESSENGER,Not I; another shepherd gave thee me.,0.17,0.3,0.78,0.7,R,8/10
1109,OEDIPUS,Who was he? Would’st thou know again the man?,0.17,0.7,0.78,0.7,R,8/10
1110,MESSENGER,He passed indeed for one of Laius’ house.,0.17,0.3,0.78,0.7,R,8/10
